entity_id,source_id,jurisdiction,service_category,metric_type,service_key,service_name,applicant_country,applicant_country_name,value_raw,value_days,unit_original,status,effective_date,retrieved_at,source_url,confidence,source_collection_status,source_collection_status_since,source_collection_status_note,source_last_verified_at
ca-refugee-gov-assisted--ch,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CH,Switzerland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ci,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CI,Côte d’Ivoire,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cl,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CL,Chile,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cm,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CM,Cameroon,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cn,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CN,China,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--co,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CO,Colombia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cr,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CR,Costa Rica,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cu,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CU,Cuba,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cv,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CV,Cape Verde,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cy,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CY,Cyprus,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--cz,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,CZ,Czechia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--de,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,DE,Germany,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--dj,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,DJ,Djibouti,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--dk,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,DK,Denmark,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--dm,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,DM,Dominica,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--do,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,DO,Dominican Republic,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--dz,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,DZ,Algeria,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ec,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,EC,Ecuador,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ee,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,EE,Estonia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--eg,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,EG,Egypt,13 months,395.72,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--er,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,ER,Eritrea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--es,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,ES,Spain,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--et,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,ET,Ethiopia,18 months,547.92,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--fi,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,FI,Finland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--fj,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,FJ,Fiji,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--fm,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,FM,Micronesia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--fr,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,FR,France,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ga,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GA,Gabon,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gb,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GB,United Kingdom,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gd,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GD,Grenada,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ge,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GE,Georgia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gh,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GH,Ghana,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gl,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GL,Greenland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gm,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GM,Gambia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gn,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GN,Guinea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gq,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GQ,Equatorial Guinea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gr,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GR,Greece,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gt,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GT,Guatemala,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gw,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GW,Guinea-Bissau,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--gy,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,GY,Guyana,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--hk,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,HK,Hong Kong SAR China,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--hn,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,HN,Honduras,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--hr,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,HR,Croatia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ht,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,HT,Haiti,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--hu,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,HU,Hungary,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--id,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,ID,Indonesia,28 months,852.32,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ie,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IE,Ireland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--il,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IL,Israel,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--in,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IN,India,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--io,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IO,British Indian Ocean Territory,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--iq,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IQ,Iraq,30 months,913.2,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ir,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IR,Iran,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--is,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IS,Iceland,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--it,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,IT,Italy,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--jm,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,JM,Jamaica,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--jo,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,JO,Jordan,26 months,791.44,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--jp,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,JP,Japan,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ke,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KE,Kenya,19 months,578.36,months,ok,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--kg,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KG,Kyrgyzstan,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--kh,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KH,Cambodia,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--ki,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KI,Kiribati,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--km,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KM,Comoros,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--kn,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KN,St. Kitts & Nevis,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--kp,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KP,North Korea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
ca-refugee-gov-assisted--kr,ircc-ptime,CA,refugee,backward,ca-refugee-gov-assisted,Government-assisted refugee resettlement,KR,South Korea,Not enough data,,,insufficient_data,2026-09-22,2026-09-25T00:45:26.696Z,https://www.canada.ca/content/dam/ircc/documents/json/data-ptime-en.json,official,active,,,2026-09-25T01:18:44.823Z
